customer_id,member_type,region_1,region_2
0204962b9545,비회원,경남,창원시
ac93af9487f2,비회원,경북,경산시
a9192d0be672,비회원,서울,동
77a74d278611,비회원,경기,이천시
a56a42319506,비회원,서울,송파구
881c1deeb022,비회원,경기,이천시
8934f45ab565,비회원,충남,계룡시
71e3be804227,비회원,경기,안산시
fb9ed7f65965,비회원,경기,안산시
e234cb98c3bd,비회원,경북,구미시
c6504e7fae8b,비회원,부산,부산진구
bb5a1475bc87,비회원,경남,밀양시
e7e1fac1418e,비회원,경남,산청군
c0537e89f690,비회원,부산,해운대구
61768833d742,비회원,경기,고양시
4b71a9c8090c,비회원,경남,창원시
f1d97bdb55bb,비회원,경북,포항시
db9b67eabc91,비회원,경기,평택시
f95da1063caa,비회원,경기,고양시
c69c3a348653,비회원,대전,서구
38bd7fcb636b,비회원,인천,부평구
bf88863a87c5,비회원,경기,용인시
3f4cecdcadcf,비회원,광주,남구
c083a98cb4c0,비회원,경남,창원시
3ccf8ed94dc1,비회원,경기,파주시
38ff75ded066,비회원,충남,천안시
beed0473d6b5,비회원,광주,광산구
9652800b20ee,비회원,경기,화성시
3e36d931f648,비회원,인천,부평구
a48d39825aeb,비회원,울산,남구
d56f1986ff17,비회원,경남,창원시
74efe4ea91a8,비회원,서울,송파구
75a40700adbb,비회원,충남,보령시
9a9ee39f7e4f,비회원,대구,달서구
e1915564ea93,비회원,경기,양주시
7ced9f99c408,비회원,전남,나주시
df77282da760,비회원,경북,경주시
2cbeaaddfc7d,비회원,서울,양천구
dae470384e59,비회원,경기,안양시
bf2548cf0b31,비회원,경기,부천시
3698a5e73e91,비회원,전남,나주시
748d0b1979ba,비회원,부산,서구
995c3132bfe5,비회원,충남,아산시
01bfbe4df22e,비회원,경북,구미시
f4bb94eb3c51,비회원,대구,달서구
eea87099bdea,비회원,경기,수원시
2b53fb5356a9,비회원,대구,중구
c57e08309312,비회원,울산,남구
e704b83d871b,비회원,경기,과천시
90503929bd27,비회원,경남,창원시
2e06855032fb,비회원,강원특별자치도,춘천시
6945a0227542,비회원,경기,파주시
5d1e294fbd33,비회원,경기,남양주시
6a015274951e,비회원,서울,관악구
70659998a024,비회원,서울,동
da492bf955fc,비회원,경기,안산시
7b2218f863c4,비회원,서울,중랑구
4d1678aa6b17,비회원,광주,북구
c4fbc0bc8230,비회원,부산,남구
bb7556893b7c,비회원,울산,동
9077b540d257,비회원,경남,밀양시
9c5eb32b7ee9,비회원,경기,평택시
0101bdeae21c,비회원,전북특별자치도,정읍
c1d8a3389b89,비회원,경기,남양주시
23e7caca7091,비회원,대전,유성구
8aceeb5cd60f,비회원,충북,청주시
c9b801ae022b,비회원,서울,종로구
9fd3beb34fdb,비회원,경기,부천시
b8bb9f699c9c,비회원,울산,중구
3ee8d9c026e4,비회원,서울,강서구
84b556170218,비회원,부산,영도구
495846a677fd,비회원,강원특별자치도,춘천시
b29d1021763a,비회원,경기,시흥시
657515055091,비회원,경기,하남시
8b42f818c659,비회원,경기,광명시
90f9689320f0,비회원,전북특별자치도,정읍
c1cb8b7e9181,비회원,경기,양주시
5095e8e1721c,비회원,경기,화성시
6d9c6e02e6bf,비회원,경남,진주시
ef80eff663db,비회원,부산,사하구
7982edd38a9b,비회원,경기,파주시
43aac829b14f,비회원,경북,안동
ab7f77c03ef5,비회원,대전,서구
25bb7dc5dd1d,비회원,경기,구리시
2c912e9d6345,비회원,울산,북구
ae6ab2789c30,비회원,부산,해운대구
12b48dace62a,비회원,강원특별자치도,철원군
7bef083fb57f,비회원,경기,화성시
395f9d8f332f,비회원,부산,동
acb0b15d7cd8,비회원,대전,유성구
